Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,939.1121215820312,941.5999755859375,945.0,931.7999877929688,932.25,3498198
2023-01-03,959.7574462890625,962.2999877929688,965.5999755859375,942.5999755859375,944.75,6927819
2023-01-04,954.9202880859375,957.4500122070312,970.0,955.0,963.5,9059392
2023-01-05,947.0411376953125,949.5499877929688,961.9000244140625,938.25,960.0,6998980
2023-01-06,937.4166870117188,939.9000244140625,950.9500122070312,934.2999877929688,946.5499877929688,5787783
2023-01-09,956.2168579101562,958.75,960.0,941.3499755859375,946.7999877929688,7025747
2023-01-10,949.63427734375,952.1500244140625,964.0,942.75,964.0,7140150
2023-01-11,947.2406005859375,949.75,955.75,942.7999877929688,953.0,7100355
2023-01-12,933.078125,935.5499877929688,949.7000122070312,924.0,949.3499755859375,8661375
2023-01-13,931.6818237304688,934.1500244140625,937.4500122070312,923.0,935.5,9083608
2023-01-16,910.7373046875,913.1500244140625,941.75,911.7000122070312,940.4500122070312,10008273
2023-01-17,915.2752685546875,917.7000122070312,919.7000122070312,906.7000122070312,914.9500122070312,6904960
2023-01-18,921.55859375,924.0,925.5999755859375,913.25,921.9000244140625,5730939
2023-01-19,926.2462158203125,928.7000122070312,938.0,920.75,923.5999755859375,7721730
2023-01-20,928.09130859375,930.5499877929688,934.8499755859375,924.6500244140625,931.25,4511360
2023-01-23,930.2356567382812,932.7000122070312,939.7000122070312,924.4500122070312,936.0,5236124
2023-01-24,907.7951049804688,910.2000122070312,935.0,903.75,935.0,18527897
2023-01-25,889.9922485351562,892.3499755859375,907.4500122070312,884.2000122070312,905.0,11921748
2023-01-27,871.44140625,873.75,892.5,851.0,892.3499755859375,17300736
2023-01-30,869.5464477539062,871.8499755859375,885.5,846.1500244140625,851.9000244140625,21233998
2023-01-31,869.2970581054688,871.5999755859375,879.2999877929688,861.0999755859375,873.0,16856151
2023-02-01,854.9849853515625,857.25,895.2000122070312,833.2999877929688,876.2999877929688,12409819
2023-02-02,866.1554565429688,868.4500122070312,872.0,837.0499877929688,850.9500122070312,9567053
2023-02-03,880.2680053710938,882.5999755859375,885.0,859.25,873.0,7365732
2023-02-06,880.3179321289062,882.6500244140625,899.1500244140625,870.5999755859375,871.8499755859375,10129098
2023-02-07,876.7772216796875,879.0999755859375,888.4000244140625,871.5,886.8499755859375,5055187
2023-02-08,869.4467163085938,871.75,886.4500122070312,868.25,882.0999755859375,6572818
2023-02-09,865.4074096679688,867.7000122070312,876.1500244140625,862.5499877929688,876.1500244140625,5993312
2023-02-10,864.9586181640625,867.25,872.7000122070312,865.1500244140625,872.0499877929688,4603464
2023-02-13,856.830078125,859.0999755859375,870.4500122070312,856.5,867.25,5707194
2023-02-14,868.4493408203125,870.75,871.9000244140625,854.25,862.5499877929688,7527755
2023-02-15,866.0057983398438,868.2999877929688,872.2000122070312,861.5999755859375,872.0,7322266
2023-02-16,862.4651489257812,864.75,874.2999877929688,862.25,872.7999877929688,5843235
2023-02-17,852.6412963867188,854.9000244140625,868.25,850.0,861.0,8420479
2023-02-20,844.5127563476562,846.75,861.2000122070312,842.5,859.7000122070312,5992322
2023-02-21,841.8198852539062,844.0499877929688,849.0,837.4000244140625,849.0,9677064
2023-02-22,831.1481323242188,833.3499755859375,843.0,829.5499877929688,840.0,6984037
2023-02-23,842.1190185546875,844.3499755859375,848.25,830.2000122070312,833.0499877929688,8437003
2023-02-24,849.1505126953125,851.4000244140625,854.5999755859375,844.4500122070312,850.0999755859375,7763814
2023-02-27,852.0926513671875,854.3499755859375,858.4500122070312,845.9500122070312,851.8499755859375,8064267
2023-02-28,841.8697509765625,844.0999755859375,857.5999755859375,840.0,855.9500122070312,13012372
2023-03-01,862.8641357421875,865.1500244140625,868.75,845.0499877929688,846.0499877929688,12345125
2023-03-02,843.2161865234375,845.4500122070312,866.7999877929688,843.5,866.0,13900508
2023-03-03,850.3971557617188,852.6500244140625,858.5999755859375,845.5999755859375,849.75,7977804
2023-03-06,857.2290649414062,859.5,863.75,855.5999755859375,856.9500122070312,10781567
2023-03-08,858.6752319335938,860.9500122070312,862.5,853.0499877929688,858.5,8785735
2023-03-09,865.507080078125,867.7999877929688,874.25,862.0,862.5,14746065
2023-03-10,849.6492309570312,851.9000244140625,861.5999755859375,845.5,859.5999755859375,11198583
2023-03-13,830.1507568359375,832.3499755859375,857.0,828.4500122070312,845.5999755859375,8315798
2023-03-14,830.6494140625,832.8499755859375,835.7000122070312,817.4000244140625,828.0,12573734
2023-03-15,821.8726806640625,824.0499877929688,843.5,819.3499755859375,838.0499877929688,6652641
2023-03-16,828.3555297851562,830.5499877929688,837.9000244140625,814.2999877929688,821.5,8791383
2023-03-17,835.1875,837.4000244140625,841.5,823.0,835.0,7762461
2023-03-20,835.3370361328125,837.5499877929688,841.0,825.5499877929688,836.0,10744023
2023-03-21,853.33935546875,855.5999755859375,857.3499755859375,838.75,840.0999755859375,11489951
2023-03-22,847.4050903320312,849.6500244140625,859.7999877929688,847.0499877929688,855.5999755859375,8018924
2023-03-23,846.5573120117188,848.7999877929688,861.1500244140625,845.0999755859375,847.0,9857892
2023-03-24,837.680908203125,839.9000244140625,852.5,837.25,846.25,8078718
2023-03-27,831.1481323242188,833.3499755859375,842.2000122070312,829.2000122070312,841.0499877929688,10602508
2023-03-28,830.2505493164062,832.4500122070312,837.4000244140625,826.0499877929688,837.4000244140625,11002402
2023-03-29,840.3737182617188,842.5999755859375,848.4500122070312,830.0,832.5,17121194
2023-03-31,856.2316284179688,858.5,860.9000244140625,847.5,854.9000244140625,12946752
2023-04-03,862.3155517578125,864.5999755859375,866.7999877929688,856.4500122070312,864.0,13266882
2023-04-05,858.2263793945312,860.5,871.0,857.0,871.0,11890015
2023-04-06,849.6990356445312,851.9500122070312,863.25,849.0,861.7999877929688,19677316
2023-04-10,845.111083984375,847.3499755859375,854.9500122070312,843.9500122070312,854.7999877929688,15656078
2023-04-11,851.04541015625,853.2999877929688,855.7000122070312,844.0499877929688,848.25,23930907
2023-04-12,848.8013916015625,851.0499877929688,856.6500244140625,846.6500244140625,854.9000244140625,13480335
2023-04-13,862.0662231445312,864.3499755859375,867.7000122070312,845.0,853.6500244140625,23934570
2023-04-17,862.2657470703125,864.5499877929688,882.0,861.0,882.0,22577380
2023-04-18,861.0689086914062,863.3499755859375,872.0,857.0999755859375,865.3499755859375,17238709
2023-04-19,871.0923461914062,873.4000244140625,874.5,862.5499877929688,865.0,23494247
2023-04-20,866.4546508789062,868.75,875.5999755859375,864.1500244140625,874.7999877929688,19444753
2023-04-21,861.9166259765625,864.2000122070312,873.8499755859375,857.5,870.7999877929688,15520786
2023-04-24,879.9688110351562,882.2999877929688,884.4000244140625,860.5,868.0,18201632
2023-04-25,876.0292358398438,878.3499755859375,895.7999877929688,874.4000244140625,885.0,36394389
2023-04-26,885.3046875,887.6500244140625,889.4500122070312,875.2000122070312,877.4000244140625,19468723
2023-04-27,879.0712280273438,881.4000244140625,890.0,877.5,888.0,15992383
2023-04-28,857.7276611328125,860.0,890.0499877929688,853.6500244140625,885.0999755859375,23004117
2023-05-02,868.349609375,870.6500244140625,876.4000244140625,864.25,870.0,12947953
2023-05-03,857.5780639648438,859.8499755859375,866.8499755859375,854.0499877929688,863.8499755859375,15103015
2023-05-04,863.6619873046875,865.9500122070312,867.1500244140625,857.5,860.0,9756391
2023-05-05,863.013671875,865.2999877929688,885.0,862.75,867.1500244140625,14343308
2023-05-08,876.1289672851562,878.4500122070312,881.4000244140625,865.2999877929688,865.2999877929688,7007882
2023-05-09,885.903076171875,888.25,890.2000122070312,880.0,882.2000122070312,12117151
2023-05-10,887.5487670898438,889.9000244140625,892.5,877.5499877929688,892.0,11893027
2023-05-11,893.582763671875,895.9500122070312,900.0,889.0,891.0,13816121
2023-05-12,908.2439575195312,910.6500244140625,913.5999755859375,894.0,895.2000122070312,10533272
2023-05-15,913.3803100585938,915.7999877929688,919.5,909.1500244140625,910.6500244140625,7339579
2023-05-16,915.3750610351562,917.7999877929688,922.5,912.0,916.2000122070312,12567615
2023-05-17,912.3829956054688,914.7999877929688,918.9000244140625,911.25,917.7000122070312,10248327
2023-05-18,912.283203125,914.7000122070312,929.5,912.5999755859375,920.0,13614127
2023-05-19,921.6084594726562,924.0499877929688,927.0,908.9500122070312,920.9000244140625,8393002
2023-05-22,915.1256713867188,917.5499877929688,927.75,914.4000244140625,923.0,9383158
2023-05-23,913.7294311523438,916.1500244140625,922.5,912.4000244140625,917.5499877929688,8273445
2023-05-24,915.2752685546875,917.7000122070312,920.8499755859375,910.2000122070312,911.1500244140625,6248545
2023-05-25,918.6163940429688,921.0499877929688,923.5499877929688,912.4500122070312,916.7000122070312,8149350
2023-05-26,924.5008544921875,926.9500122070312,927.9000244140625,915.0,918.0,4908462
2023-05-29,927.3433227539062,929.7999877929688,937.7000122070312,928.0499877929688,931.0,7133871
2023-05-30,934.97314453125,937.4500122070312,939.7000122070312,928.0499877929688,930.7999877929688,7804403
2023-05-31,912.4328002929688,914.8499755859375,939.9000244140625,910.2000122070312,937.3499755859375,34757004
2023-06-01,917.27001953125,919.7000122070312,930.9500122070312,916.0499877929688,922.0,11817533
2023-06-02,923.653076171875,926.0999755859375,930.5,920.25,922.6500244140625,11616991
2023-06-05,948.337646484375,950.8499755859375,953.9000244140625,927.5999755859375,927.5999755859375,14520005
2023-06-06,965.641845703125,968.2000122070312,970.75,951.0999755859375,951.0999755859375,14457988
2023-06-07,974.1693115234375,976.75,981.25,968.0999755859375,972.9500122070312,15795824
2023-06-08,959.5579223632812,962.0999755859375,974.8499755859375,959.9000244140625,973.0499877929688,10209982
2023-06-09,972.174560546875,974.75,981.7000122070312,963.2999877929688,967.0,12947464
2023-06-12,971.6260375976562,974.2000122070312,977.9000244140625,968.5999755859375,973.0,7465375
2023-06-13,983.2452392578125,985.8499755859375,989.7000122070312,974.2999877929688,974.2999877929688,15233785
2023-06-14,975.1168212890625,977.7000122070312,988.2000122070312,976.0,986.0,8644423
2023-06-15,974.5681762695312,977.1500244140625,989.0,972.2000122070312,988.3499755859375,15978311
2023-06-16,978.9566040039062,981.5499877929688,985.4500122070312,977.2000122070312,982.7999877929688,8860900
2023-06-19,963.0986328125,965.6500244140625,986.0,961.0,983.8499755859375,11025846
2023-06-20,972.2742919921875,974.8499755859375,977.0,958.5499877929688,965.9500122070312,7596593
2023-06-21,963.4476318359375,966.0,978.2999877929688,963.1500244140625,978.2999877929688,7805855
2023-06-22,964.0460815429688,966.5999755859375,973.4500122070312,958.7000122070312,962.2000122070312,10135883
2023-06-23,955.8677978515625,958.4000244140625,965.5,954.5499877929688,960.0,6188008
2023-06-26,958.0120849609375,960.5499877929688,963.5,953.0999755859375,959.5,5799528
2023-06-27,970.6785278320312,973.25,976.0,960.7999877929688,967.0,6921886
2023-06-28,975.6154174804688,978.2000122070312,984.0,967.0,979.0,10010996
2023-06-30,984.8409423828125,987.4500122070312,989.8499755859375,976.0,977.0999755859375,7096350
2023-07-03,979.5050659179688,982.0999755859375,990.0,978.0,990.0,5562743
2023-07-04,968.1353149414062,970.7000122070312,984.8499755859375,969.0,982.0999755859375,7396806
2023-07-05,963.9463500976562,966.5,975.5,962.0999755859375,969.0,8200047
2023-07-06,978.3582153320312,980.9500122070312,986.0999755859375,961.0,961.0,10221727
2023-07-07,975.1134643554688,976.7000122070312,989.4500122070312,971.7999877929688,976.25,6236524
2023-07-10,962.4840087890625,964.0499877929688,986.0,960.4000244140625,976.7000122070312,7138850
2023-07-11,951.6516723632812,953.2000122070312,971.75,950.5999755859375,967.9000244140625,10616390
2023-07-12,948.456787109375,950.0,957.5499877929688,947.0,956.7000122070312,10141257
2023-07-13,958.59033203125,960.1500244140625,966.0,952.1500244140625,956.2999877929688,13079930
2023-07-14,955.495361328125,957.0499877929688,967.0,947.75,964.4500122070312,5383514
2023-07-17,963.28271484375,964.8499755859375,968.9000244140625,950.4500122070312,960.0,8472444
2023-07-18,962.0846557617188,963.6500244140625,979.9500122070312,951.2999877929688,964.0,14457717
2023-07-19,962.7335815429688,964.2999877929688,969.9000244140625,956.5,964.0,7574544
2023-07-20,976.3115234375,977.9000244140625,979.9000244140625,957.5999755859375,963.9000244140625,15329753
2023-07-21,969.72216796875,971.2999877929688,985.0,968.0,971.5999755859375,6230317
2023-07-24,969.921875,971.5,984.9500122070312,968.7999877929688,973.4500122070312,9167788
2023-07-25,960.9364624023438,962.5,977.6500244140625,953.7999877929688,977.6500244140625,13448045
2023-07-26,975.2132568359375,976.7999877929688,980.0,963.2999877929688,966.8499755859375,8298226
2023-07-27,958.3407592773438,959.9000244140625,990.0,955.75,989.3499755859375,17858061
2023-07-28,948.4069213867188,949.9500122070312,969.75,942.2000122070312,959.9000244140625,8504392
2023-07-31,952.3505249023438,953.9000244140625,958.5999755859375,948.2999877929688,954.7000122070312,6601991
2023-08-01,958.3407592773438,959.9000244140625,964.0,952.0,956.0,8409096
2023-08-02,943.7145385742188,945.25,958.9000244140625,936.5999755859375,951.5,9324465
2023-08-03,934.0302734375,935.5499877929688,946.5999755859375,927.1500244140625,944.0999755859375,17076611
2023-08-04,950.7031860351562,952.25,954.8499755859375,934.6500244140625,947.0,12376086
2023-08-07,945.861083984375,947.4000244140625,955.0,944.5499877929688,952.25,10922609
2023-08-08,951.3521728515625,952.9000244140625,959.9000244140625,944.0499877929688,950.0,11512735
2023-08-09,948.456787109375,950.0,953.2999877929688,944.2999877929688,952.0,7701831
2023-08-10,938.2235107421875,939.75,951.9500122070312,937.2999877929688,948.0,13590891
2023-08-11,935.6776123046875,937.2000122070312,945.7000122070312,933.0,937.5,9558237
2023-08-14,938.4231567382812,939.9500122070312,943.2999877929688,928.9000244140625,935.0,7172522
2023-08-16,931.5343017578125,933.0499877929688,940.0,931.2999877929688,935.9500122070312,7394623
2023-08-17,935.0286254882812,936.5499877929688,943.0,931.6500244140625,935.9500122070312,9336994
2023-08-18,941.5181274414062,943.0499877929688,945.9500122070312,931.0499877929688,934.8499755859375,6648744
2023-08-21,951.0525512695312,952.5999755859375,954.25,943.9500122070312,944.2000122070312,6822155
2023-08-22,955.495361328125,957.0499877929688,959.0999755859375,948.6500244140625,953.8499755859375,10860061
2023-08-23,977.6593017578125,979.25,980.4500122070312,958.4000244140625,962.0,12677151
2023-08-24,979.755859375,981.3499755859375,994.25,979.0999755859375,984.7999877929688,11899556
2023-08-25,981.5029907226562,983.0999755859375,988.2000122070312,970.7999877929688,974.0,6228241
2023-08-28,988.591552734375,990.2000122070312,992.5,980.0999755859375,980.0999755859375,8451441
2023-08-29,979.1069946289062,980.7000122070312,991.0,977.5,990.2000122070312,8114141
2023-08-30,981.7526245117188,983.3499755859375,998.0,980.0,983.0,9023083
2023-08-31,971.918701171875,973.5,994.7000122070312,968.5999755859375,981.7999877929688,21558300
2023-09-01,989.5400390625,991.1500244140625,993.0,969.0,974.25,10946742
2023-09-04,980.6544189453125,982.25,994.5499877929688,980.0,993.75,6727188
2023-09-05,979.855712890625,981.4500122070312,986.2000122070312,977.9000244140625,985.4500122070312,10548660
2023-09-06,963.4823608398438,965.0499877929688,983.1500244140625,961.7999877929688,981.4500122070312,16351052
2023-09-07,976.6110229492188,978.2000122070312,979.7999877929688,963.0999755859375,965.0499877929688,8686550
2023-09-08,978.7075805664062,980.2999877929688,987.2999877929688,972.5,978.2000122070312,6439351
2023-09-11,998.7749633789062,1000.4000244140625,1004.0,979.0,981.7999877929688,7130484
2023-09-12,999.274169921875,1000.9000244140625,1010.0,998.0499877929688,1010.0,8958327
2023-09-13,1012.8021850585938,1014.4500122070312,1017.0,993.7000122070312,1002.9500122070312,12254423
2023-09-14,1019.2416381835938,1020.9000244140625,1022.4000244140625,1009.0499877929688,1014.4500122070312,7855558
2023-09-15,1025.4815673828125,1027.1500244140625,1031.75,1014.5499877929688,1021.0,8986157
2023-09-18,1023.08544921875,1024.75,1029.9000244140625,1019.0,1021.5499877929688,6397319
2023-09-20,1025.63134765625,1027.300048828125,1047.5,1012.2999877929688,1012.2999877929688,13619788
2023-09-21,1012.8021850585938,1014.4500122070312,1033.5999755859375,1012.0999755859375,1026.5999755859375,8156588
2023-09-22,1016.595947265625,1018.25,1027.25,1008.0,1010.0,7108110
2023-09-25,1017.2948608398438,1018.9500122070312,1026.0,1005.1500244140625,1015.2000122070312,7123890
2023-09-26,1012.5026245117188,1014.1500244140625,1020.7000122070312,1011.0,1019.0,6387615
2023-09-27,1023.53466796875,1025.199951171875,1027.949951171875,1004.0,1009.9500122070312,5158686
2023-09-28,1029.2254638671875,1030.9000244140625,1037.949951171875,1025.199951171875,1027.0,15818489
2023-09-29,1035.015869140625,1036.699951171875,1041.0,1024.5,1030.9000244140625,9528626
2023-10-03,1039.3590087890625,1041.050048828125,1044.699951171875,1032.5999755859375,1035.0,11589322
2023-10-04,993.9328002929688,995.5499877929688,1037.0,988.8499755859375,1035.3499755859375,22584212
2023-10-05,1001.6203002929688,1003.25,1009.2000122070312,988.9000244140625,1000.0,7950412
2023-10-06,999.3240356445312,1000.9500122070312,1008.0,999.4000244140625,1005.0,5289753
2023-10-09,994.6316528320312,996.25,999.7000122070312,988.25,994.7999877929688,6823214
2023-10-10,1010.6056518554688,1012.25,1014.9500122070312,996.5,999.9000244140625,5728499
2023-10-11,1017.444580078125,1019.0999755859375,1025.6500244140625,1012.0,1019.0,7396783
2023-10-12,1016.795654296875,1018.4500122070312,1031.0,1014.9500122070312,1022.0,4920222
2023-10-13,992.4352416992188,994.0499877929688,1011.4500122070312,992.25,1009.0,12173162
2023-10-16,1003.1677856445312,1004.7999877929688,1009.4500122070312,990.0,990.0,4646960
2023-10-17,1006.4124755859375,1008.0499877929688,1014.7000122070312,1003.0999755859375,1008.8499755859375,6105067
2023-10-18,991.2371826171875,992.8499755859375,1014.0999755859375,989.3499755859375,1010.0,7818946
2023-10-19,989.7896118164062,991.4000244140625,999.0,979.7000122070312,979.7000122070312,4836625
2023-10-20,978.7575073242188,980.3499755859375,992.9000244140625,977.75,989.0,5664400
2023-10-23,962.7335815429688,964.2999877929688,984.9000244140625,961.0999755859375,980.0,5896695
2023-10-25,953.89794921875,955.4500122070312,974.0,951.4000244140625,960.0,6957048
2023-10-26,970.4710083007812,972.0499877929688,975.0,952.75,956.0,17540495
2023-10-27,1001.12109375,1002.75,1004.75,973.2999877929688,980.0,13443016
2023-10-30,987.5931396484375,989.2000122070312,1002.75,979.2000122070312,1002.75,5270567
2023-10-31,980.2550659179688,981.8499755859375,998.0,978.0,998.0,7816805
2023-11-01,970.2213745117188,971.7999877929688,979.2999877929688,968.0,977.8499755859375,5703984
2023-11-02,981.353271484375,982.9500122070312,988.3499755859375,974.0,978.0,5193982
2023-11-03,987.2437133789062,988.8499755859375,991.4000244140625,981.5,986.0,4268048
2023-11-06,1007.7603149414062,1009.4000244140625,1016.2000122070312,993.0999755859375,995.0,6552178
2023-11-07,1019.2416381835938,1020.9000244140625,1022.2000122070312,1005.25,1008.0,6559859
2023-11-08,1020.0403442382812,1021.7000122070312,1026.949951171875,1015.5999755859375,1024.0,7643314
2023-11-09,1020.2400512695312,1021.9000244140625,1028.8499755859375,1016.6500244140625,1024.75,4407935
2023-11-10,1027.5281982421875,1029.199951171875,1031.0,1016.6500244140625,1017.9000244140625,3294063
2023-11-13,1023.6844482421875,1025.3499755859375,1031.8499755859375,1023.5,1030.050048828125,5985481
2023-11-15,1039.658447265625,1041.3499755859375,1045.0,1031.550048828125,1045.0,7240388
2023-11-16,1024.682861328125,1026.3499755859375,1044.0,1022.1500244140625,1042.800048828125,6908825
2023-11-17,992.7347412109375,994.3499755859375,1020.0,991.8499755859375,1014.9000244140625,13268353
2023-11-20,987.093994140625,988.7000122070312,994.75,980.3499755859375,981.0,8215656
2023-11-21,990.1889038085938,991.7999877929688,997.5,986.6500244140625,989.9500122070312,7061614
